Category,Subcategory,Name,Location,Website,Map Coordinates,Mobile Numbers
Shopping,Electronic Equipment,Vision World,"C/o Ramit Emporium,Gaighat-2, Gaighat, Nepal",www.facebook.com/ramitemporium,"26.7921405345124,86.6979485750199",9852830280
Shopping,Electronic Equipment,Aircon Nepal Private Limited,"Tahachal, Soalteemod, Kathmandu, Nepal",www.airconnepal.com.np,"27.6998297223087,85.2912367615634",9802958402
Shopping,Electronic Equipment,Newamax Digital,"Laxmi Bhawan, Purano Sinamangal, Pepsi Chowk, Kathmandu, Nepal",newamaxdigital.com.np/,"27.6895111,85.3610055",9851144251
Shopping,Electronic Equipment,KTM Plaza Nepal,"Infront Of Shankar Dev Campus Putalisadak, Kathmandu, Nepal",ktmplaza.com/,"27.7032473319949,85.3219377994537",9851295154
Shopping,Electronic Equipment,Muin International Pvt. Ltd,"Jwagal, Kupondole, Lalitpur, Nepal, Kathmandu",www.muinintl.com,"27.6852381921566,85.3199636936188",9851068979
Shopping,Electronic Equipment,Pro Tech Enterprises,"Bagbazar 31, Kathmandu, Nepal, Kathmandu",protechnpl.com/,"27.7056624159453,85.3187620639801",9841018098
Shopping,Books,Kathalaya Inc.,"Thapathali, Kumari Colony, Kathmandu, Nepal",www.kathalaya.com.np,"27.6880740628385,85.3238207101822",9851219040
Shopping,Books,Pratima Books,"Dudhpati, Bhaktapur 17, Bhaktapur, Nepal",pratimabooks.blog.com,"27.6658224538605,85.4190444946289",9851150872
Shopping,Books,DELIGHT M. And E. PVT. LTD.,"Tokha-6, kathmandu, Kathmandu, Nepal",www.delightmande.com,"27.7477679251377,85.3245235370932",9861319649
Shopping,Books,Kavyalaya Media House,"UN Park, Jwagal, Lalitpur, Nepal",kavyalaya.com,"27.6829878127681,85.3268028895956",9801978830
Shopping,Books,Management Notes,"Shantinagar, Kathmandu, Nepal",www.managementnote.com,"27.6902898794919,85.3427930475311",9868444365
Shopping,Books,Map House,"Thamel, Kathmandu, Nepal",www.maphouse.org/,"27.714786292209034,85.31052813253079",9841242309
Shopping,Books,Himalayan MapHouse Pvt. Ltd.,"New Road, P.O. Box: 20784, Kathmandu, Kathmandu, Nepal",www.himalayanmaphouse.com.np/,"27.703373069477575,85.30763196955492",9851037858
Shopping,Books,Shyam Pustak Bhandar,"Traffic Chowk, Main Road, Biratnagar, Nepal",www.shyambooks.com,"28.3945172291752,84.1231926084595",9852021350
Shopping,Books,Srijana International Publication Pvt. Ltd.,"Balkumari, Lalitpur, Kathmandu, Nepal",http://www.srijanapublication.com.np,"27.686311746505,85.3430896997452",9851050195
Shopping,Books,KAMANA NEWS PUBLICATIONS PVT. LTD.,"Kamana Estate, Maru Bhimsensthan, Kathmandu, Nepal, Kathmandu",http://www.newsofnepal.com,"28.3956497943553,84.1239221693115",9841409014
Shopping,Textile,Subha Sagun Wool Handicraft Industries,"Gongabu, Ganeshsthan, Kathmandu, Nepal",www.subhasagun.com,"27.8014247153874,85.1914215087891",9849924135
Shopping,Textile,KACHINS,"Shop No. 119 (Ground Floor) Civil Trade Center china town route, Kathmandu, Nepal",kachins-manufacturer.business.site,"27.697807301275155,85.31278138273366",9801089628
Shopping,Textile,Harati Valley Carpet Traders,"Tushal, Bouddha, Kathmandu, Nepal",www.haraticarpet.com,"27.7192627643421,85.3539752805787",9851097164
Shopping,Textile,Kohinoor textile industries pvt ltd,"Adarshnagar, Murti Chowk, Near Nepal Rastra Bank, Birganj",www.kohinoortextile.com,"27.0116413,84.8713461",9841111110
Shopping,Textile,NOBLE TEXTILES PVT. LTD.,"House No. 219, Ward No. 11 Resham Kothi, Road No. 3 Mahabir Mandir Temple Street, Birgunj, Nepal",www.nobletextiles.com.np,"27.0106305,84.8778997",9802750991
Shopping,Mobile Phone Shops,Haatemaalo online shopping & classified,"New Road, Kathmandu, Nepal",www.haatemaalo.com,"27.9760148542672,85.3478599937819",9803150150
Shopping,Mobile Phone Shops,Axis Investment and Development Pvt. Ltd.,"Gairigaun, Tinkune, Kathmandu, Nepal",www.pasalnepal.com,"27.6883683443276,85.3485724499207",9851134183
Shopping,Mobile Phone Shops,Alpine Ramble Treks,"Nayabazzar, Marg, Kathmandu, Nepal",www.alpineramble.com/,"27.7212962382849,85.3069496154785",9851175531
Shopping,Mobile Phone Shops,Aryan Mobile Gallery,"mahendrapool, infront of NTC building (medical line), Pokhara, Nepal",www.aryanmobile.com.np,"28.2232417750684,83.9906889186935",9856083621
Shopping,Mobile Phone Shops,RemaxPokhara,"Arbind Complex, New Road-8, Kaski, Pokhara, Nepal",www.iremaxnepal.com.np,"28.2229597554936,83.9877935534525",9802823728
Shopping,Mobile Phone Shops,Vision World,"C/o Ramit Emporium,Gaighat-2, Gaighat, Nepal",www.facebook.com/ramitemporium,"26.7921405345124,86.6979485750199",9852830280
Shopping,Mobile Phone Shops,NGT Mobiles,"Indradev Marg, Narayangarh, Chitwan , Bharatpur, Nepal",www.ngtmobiles.com,"27.7108866034381,84.5343017578125",9845506426
Shopping,Mobile Phone Shops,Asian Trade Link,"Saheedchowk, (kamalnagarchowk) Narayangarh, Bharatpur, Nepal",Facebook.com/asiantradelink,"27.695222790186,84.4221746921539",9845075532
Shopping,Mobile Phone Shops,Jatatatai Online P. Ltd,"Mid Baneshwor, Sahabhagita Marg, Kathmandu, Nepal",www.jatatatai.com/,"27.695371,85.336722",9801159871
Shopping,Mobile Phone Shops,KTM Plaza Nepal,"Infront Of Shankar Dev Campus Putalisadak, Kathmandu, Nepal",ktmplaza.com/,"27.7032473319949,85.3219377994537",9851295154
Shopping,Mobile Phone Shops,RedDoko,"Kathmandu, Kathmandu, Nepal",reddoko.com,"27.6966142545302,85.2881261875612",9801044204
Shopping,Mobile Phone Shops,Universal Institute,"Pako, Newroad, Kathmandu, Nepal",mobiletraininginkathmandunepal.com/,"27.700769,85.30014",9851198723
Shopping,Mobile Phone Shops,Cellzen pvt ltd,"thamel-29, Kathmandu, Nepal",cellzen.com.np,"27.7152509828038,85.3090524673462",9813999902
Shopping,Mobile Phone Shops,www.synergyestore.com,"Bagdurbar, Kathmandu, Nepal",www.synergyestore.com,"27.6991389542915,85.3112924471498",9813279992
Shopping,Mobile Phone Shops,Sparrow SMS,"8975, EPC 1887 Bakhundole, Pulchowk (100m ahead from opposite of Entrance Cafe), Lalitpur, Kathmandu, Nepal",sparrowsms.com/results/slc-results-nepal,"27.6848146,85.3198402",9802005007
Shopping,Mobile Phone Shops,Virgin Mobile Pvt. Ltd.,"Shop No. 09 Tamrakar Complex (Mobile Plaza) Pako Market, Newroad, Kathmandu, Nepal",www.virginmobile.com.np,"27.702109,85.309889",9851198511
Shopping,Gifts,Big Shop Nepal,"Bhotebahal Kathmandu, Kathmandu, Nepal",www.facebook.com/bigsnepal,"27.6980961723586,85.3086826374512",9851246802
Shopping,Gifts,Samyak International Pvt Ltd,"Bhaktapur, Bhaktapur, Nepal",handicraftshopsnepal.com/,"27.6677178140727,85.4290008544922",9849825407
Shopping,Gifts,Axis Investment and Development Pvt. Ltd.,"Gairigaun, Tinkune, Kathmandu, Nepal",www.pasalnepal.com,"27.6883683443276,85.3485724499207",9851134183
Shopping,Gifts,GK&CO.KUKRI HOUSE,"Thamel-29, Kathmandu, Nepal",www.nepalkukri.com,"28.3950835132781,84.1221626401977",9851015547
Shopping,Gifts,Clover,"Kamaladi apex building, Kathmandu, Nepal",Www.cloverweddingsandevent.com.np,"27.7077141266833,85.3185260295868",9841966259
Shopping,Gifts,Vision World,"C/o Ramit Emporium,Gaighat-2, Gaighat, Nepal",www.facebook.com/ramitemporium,"26.7921405345124,86.6979485750199",9852830280
Shopping,Gifts,Nplmarket,"banasthali, Kathmandu, Nepal",www.nplmarket.com,"27.7216087613873,85.2946717618033",9823474650
Shopping,Gifts,Wholesalers in Kathmandu,"720 Thamel Marg, Kathmandu, Nepal",www.onewholesale.asia,"27.7151556,85.3102194000001",9818677422
Shopping,Gifts,Ex Gurkha Khukuri House,"Thamel-29, Kathmandu, Nepal",www.nepalkhukurihouse.com,"27.7147689625409,85.3112384676933",9841317812
Shopping,Gifts,Discount Pashmina,"720 Thamel Marg Kathmandu, Nepal, Kathmandu",www.discountpashmina.com,"27.7174350778257,85.3101335693116",9818677491
Shopping,Gifts,KTM Plaza Nepal,"Infront Of Shankar Dev Campus Putalisadak, Kathmandu, Nepal",ktmplaza.com/,"27.7032473319949,85.3219377994537",9851295154
Shopping,Gifts,RedDoko,"Kathmandu, Kathmandu, Nepal",reddoko.com,"27.6966142545302,85.2881261875612",9801044204
Shopping,Gifts,YourKoseli,"Gongabu, Ganeshthan, Kathmandu, Nepal",yourkoseli.com,"27.7438700617779,85.3216591575886",9867621689
Shopping,Gifts,Kapadaa.com,"Manbhawan Road, Lalitpur, Kathmandu, Nepal",www.kapadaa.com/,"27.672059,85.315983",9851209952
Shopping,Gifts,New Sunflower Nursery,"Sankhamool, Kathmandu, Nepal",www.newsunflowernursery.com.np,"27.6809326,85.3320286",9841088993
Shopping,Gifts,Great Gurkha Khukuri - GGK,"Pyafal Line, Near HanumanDhoka, Kathmandu, Nepal",www.greatgurkhakhukuri.com/,"27.7044886899627,85.3062701825166",9841211343
Shopping,Gifts,Top Brand Nepal WSN,"720 Thamel Margh, Kathmandu, Nepal",www.topbrandnepal.com,"27.7151556,85.3102194000001",9841815891
Shopping,Kids,Babyshopnepal.com,"Sukedhara, Kathmandu, Nepal",www.babyshopnepal.com,"27.7246582620522,85.3481698036194",9801087615
Shopping,Kids,Evergreen Kid Zone,"Kareshwor Marga, Kathmandu 44600, Kathmandu, Nepal",www.facebook.com/evergreenkidzone,"27.6920831077841,85.3467831015587",9862147900
Shopping,Kids,Neelez Fashion Boutique,"Kumaripati, Laltipur, Kathmandu, Nepal",facebook.com/neelezfashionboutique,"27.6699765,85.3195661",9862375917
Shopping,Kids,Discount Pashmina,"720 Thamel Marg Kathmandu, Nepal, Kathmandu",www.discountpashmina.com,"27.7174350778257,85.3101335693116",9818677491
Shopping,Kids,RedDoko,"Kathmandu, Kathmandu, Nepal",reddoko.com,"27.6966142545302,85.2881261875612",9801044204
Shopping,Music,Adhunik Entertainment,"shreepur-14, Birgunj, Nepal",www.adhunikstudio.com,"27.0244008819404,84.8796093463898",9845232706
Shopping,Music,Snow Fall Digital Entertainment P. Ltd. (A.V Production House),"Baluwatar-4, Kathmandu, Nepal",wwwsnowfallentertainment.blogspot.com,"27.7570765245403,85.49560546875",9861253565
Shopping,Music,Harmonium Musicals,"Khichapokhari, P.O. Box: 322, Ktm, Kathmandu, Nepal",www.hmsnepal.com,"27.7027337932407,85.3110688179732",9851052659
Shopping,Music,Jirel Electronics,"Dhobhighat, Kathmandu, Kathmandu, Nepal",www.facebook.com/JIRELSOUNDPRODUCT,"27.6663441390513,85.3141333315861",9848864762
Shopping,Shops,Buddhist Art Gallery,"Boudha, Kathmandu, Nepal",www.buddhistartgallery.org,"27.7224549135507,85.3603684902191",9851054428
Shopping,Shops,Jatatatai Online P. Ltd,"Mid Baneshwor, Sahabhagita Marg, Kathmandu, Nepal",www.jatatatai.com/,"27.695371,85.336722",9801159871
Shopping,Camping and Outdoors,Dream Heaven Adventure Pvt. Ltd.,"Thamel, Kathmandu, Nepal",dreamheavenadventure.com/,"27.71493,85.310246",9851176782
Shopping,Camping and Outdoors,G.D.S. Fiber World,"opposit to Dudhfarm chowk, Biratnagar, Nepal",www.gdsfiberworld.com,"26.4996028651311,87.28016591499",9841872556
Shopping,Camping and Outdoors,Famous Gurkha Khukuri House,"Near the Hotel Radisson and Tibet, Lazimpat-2, Kathmandu, Nepal",www.thegurkhakhukuri.com,"27.7089615955174,85.31790161971",9851026872
Shopping,Camping and Outdoors,Ex Gurkha Khukuri House,"Thamel-29, Kathmandu, Nepal",www.nepalkukrihouse.com,"28.4099568254584,84.1243513227539",9841317812
Shopping,Camping and Outdoors,Ex Gurkha Khukuri House,"Thamel-29, Kathmandu, Nepal",www.nepalkhukurihouse.com,"27.7147689625409,85.3112384676933",9841317812
Shopping,Camping and Outdoors,Everest Base Camp Trek- itinerary/package cost,"GPO: 4453 Thamel, Kathmandu, Nepal, Kathmandu",www.nepalplanettreks.com/everest-base-camp-trekking/,"27,85",9841278579
Shopping,Camping and Outdoors,Higher Path Treks & Expedition Pvt. Ltd.,"Kapan, Kathmandu, Nepal",www.higherpathtreks.com,"27.7362391284522,85.3598377277832",9841073728
Shopping,Camping and Outdoors,Accessible Adventure Pvt. Ltd,"Kaldhara, Kathmandu, Nepal",www.accessible-adventure.com/,"27.7130473024475,85.3114292194824",9846271875
Shopping,Camping and Outdoors,Travel Times Treks P.ltd,"Thamel, P.O. Box: 8947 E 5537, Kathmandu, Nepal",traveltimes.com.np,"27.7188031452476,85.3236356377601",9851157461
Shopping,Camping and Outdoors,Novelties International,"Durbar marg ,Woodland Hotel complex ,ward no 1, Kathmandu, Nepal",noveltiesintl.com,"27.710751,85.317116",9843651531
Shopping,Camping and Outdoors,SevenOn Tours Pvt. Ltd,"thamel, Kathmandu, Nepal",www.sevenontours.com,"27.713128178092,85.3116045892238",9813721754
Shopping,Camping and Outdoors,Ex Gurkha Khukuri House,"Thamel -29, Kathmandu, Nepal","www.nepalkhukurihouse.com, www.nepalkukrihouse.com","28.392214309321,84.1255529523926",9841317812
Shopping,Optical Shop,OpticProduct Distributors,"OpticProduct Distributors(चश्मा पसल), Maiti Devi Marg, Kathmandu 44600, Kathmandu, Nepal",www.opticproduct.com,"27.7043447866817,85.3328067939099",9803567567
Shopping,Optical Shop,"Drishti Eye Care, Baneshwor","New Baneshwor, Madan Bhandari Path, Kathmandu, Nepal",www.drishtieye.org,"27.6878080166759,85.3367866154169",9802623444
Shopping,Optical Shop,citi eyewears,"Chakku Bakku Mandir Marg. Opposite to BICC. New Baneshwor. Kathmandu, Nepal., Kathmandu",www.facebook.com/citieyewears,"27.6897403353198,85.3355002248841",9841687596
Shopping,Optical Shop,Vision First Opticals & Eye Clinic,"Narayangopal Chowk, Maharajgunj, Kathmandu, Nepal, Kathmandu",mypuru.wixsite.com/visuallinenepal,"27.7401219984734,85.3371244668961",9860344968
Shopping,Department Stores,Ximivogue Nepal,"New Road Gate, Kathmandu, Kathmandu, Nepal",ximivogue.life/,"27.703351,85.312653",9801132964
Shopping,Department Stores,My Store Nepal,"Thamel, Kathmandu, Nepal",mystorenepal.com,"27.714205980356,85.3150341083984",9849027214
Shopping,Department Stores,Swoyambhu Supermarket Pvt Ltd,"Ichangunarayan, Thulo Bharang, Swoyambhu, Kathmandu, Nepal",www.facebook.com/swoyambhu.sm,"27.7230237355464,85.2795171583252",9801177207
Shopping,Gadgets,Oldpinch Online Shopping,"Bagdol-4, Lalitpur, Kathmandu, Nepal",www.oldpinch.com,"27.671152524845,85.3013441135863",9864478470
Shopping,Gadgets,Haatemaalo online shopping & classified,"New Road, Kathmandu, Nepal",www.haatemaalo.com,"27.9760148542672,85.3478599937819",9803150150
Shopping,Gadgets,RemaxPokhara,"Arbind Complex, New Road-8, Kaski, Pokhara, Nepal",www.iremaxnepal.com.np,"28.2229597554936,83.9877935534525",9802823728
Shopping,Gadgets,Nplmarket,"banasthali, Kathmandu, Nepal",www.nplmarket.com,"27.7216087613873,85.2946717618033",9823474650
Shopping,Gadgets,Online Saathi,"Koteshwor, Kathmandu, Nepal, Kathmandu",onlinesaathi.com/,"27.675568478385,85.3449495435791",9812370139
Shopping,Gadgets,Gadgets & Gizmos Traders P. LTD,"Bhatbhaneni, Tangal, Kathmandu, Nepal",gadgiz.com/,"27.7190738266787,85.3306925296784",9851142446
Shopping,Gadgets,Jatatatai Online P. Ltd,"Mid Baneshwor, Sahabhagita Marg, Kathmandu, Nepal",www.jatatatai.com/,"27.695371,85.336722",9801159871
Shopping,Gadgets,RedDoko,"Kathmandu, Kathmandu, Nepal",reddoko.com,"27.6966142545302,85.2881261875612",9801044204
Shopping,Gadgets,Hep Me Dot Com PVT.LTD.,"Samakhushi-29,, Kathmandu, Nepal",www.helpme.com.np,"27.728400053595,85.3146636486054",9851017618
Shopping,Gadgets,Neo Store,"Norkhang Complex, Jawalakhel, Lalitpur, Nepal",www.neostore.com.np,"27.6738525,85.3074449",9801200105
Shopping,Gadgets,NPLmart.com,"New Road, Kathmandu, Nepal",www.nplmart.com,"27.7022000665869,85.3096881508827",9851221241
Shopping,General Shopping,Oldpinch Online Shopping,"Bagdol-4, Lalitpur, Kathmandu, Nepal",www.oldpinch.com,"27.671152524845,85.3013441135863",9864478470
Shopping,General Shopping,Discount Pashmina,"720 Thamel Marg Kathmandu, Nepal, Kathmandu",www.discountpashmina.com,"27.7174350778257,85.3101335693116",9818677491
Shopping,Online Shopping,Add Link It Solution,"Bharatpur-3, Sheedchowk, Ratnanagar, Nepal",sabxa.com/,"27.6214437237756,84.5153646916151",9867854777
Shopping,Fishing Equipment,Add Link It Solution,"Bharatpur-3, Sheedchowk, Ratnanagar, Nepal",sabxa.com/,"27.6214437237756,84.5153646916151",9867854777
Tourism & Accommodation,Travel Agents,Seven Star International Travel & Tours,"Bagbazar-28, Kathmandu Nepal, Kathmandu",http://7startravel.com.np/,"27.704769529779,85.3189069032669",9851101955
Tourism & Accommodation,Travel Agents,Magic Himalaya Treks and Expeditions (P) Ltd.,"Gairigaun, IchanguNarayan, Kathmandu, Nepal",magichimalayatreks.com,"27.7150466736097,85.3084200464626",9851166668
Tourism & Accommodation,Travel Agents,Nepal Mountain Club Pvt Ltd,"Durbar Marg, Gaurighat, Lakeside, Pokhara, Nepal",www.nepalmountainclub.com,"28.2069707159815,83.9665853977203",9856026811
Tourism & Accommodation,Travel Agents,Pokhara Flight Centre Tours & Travels Pvt. Ltd.,"Lakeside, Pokhara, Nepal",www.pokharaflightcentre.com,"28.210681324378204,83.95728081464767",9856028155
Tourism & Accommodation,Travel Agents,Yeti Trail Adventure Pvt. Ltd.,"Nayabazar, Kathmandu, Nepal, Kathmandu",https://www.yetitrailadventure.com,"27.7160535536874,85.3033447265625",9849491482
Tourism & Accommodation,Travel Agents,simrik Real Nepal Treks & Expedition (P) Ltd,"Nagarjun2, Gairigaun, Kathmandu, Nepal",www.simriknepaltreks.com/,"27.7151556,85.3102194000001",9849430866
Tourism & Accommodation,Travel Agents,Plan Volunteering Nepal,"Kathmandu Thamel 29, Kathmandu, Nepal",www.pvnnepal.org,"27,85",9851148519
Tourism & Accommodation,Travel Agents,Etrip Nepal (p). Ltd.,"Gairidhara, Naxal, Katmandu, Nepal, Kathmandu",www.etripnepal.com,"27.7173808694951,85.3295163810253",9851182434
Tourism & Accommodation,Travel Agents,Glorious Himalaya Trekking [P]Ltd.,"Kaldhara-17, Kathmandu, Nepal",www.glorioushimalaya.com,"27.721944,85.3074552",9843760242
Tourism & Accommodation,Travel Agents,"Shree Yoga Retreat, Nepal","Maitrinagar, Kirtipur, Kathmandu, Nepal",www.shreeyoganepal.wordpress.com,"27.6885773497446,85.2789637615662",9814140515
Tourism & Accommodation,Travel Agents,Heaven Himalaya Treks and Expedition,"Nayabazzar, Kathmandu, Nepal , Kathmandu",www.heavenhimalaya.com/,"27.7159557673715,85.3067787868693",9809443884
Tourism & Accommodation,Travel Agents,PREMIER TOURS AND TRAVELS,"NAGPOKHARI NEAR JAI NEPAL HALL, Kathmandu",www.premiertoursandtravels.com,"27.7136264,85.3239553",9849078549
Tourism & Accommodation,Hotels,Chhaimale Resort,"Ramche Bhanjyang-6, Kathmandu, Nepal, Kathmandu",www.chhaimaleresort.com.np/,"27.5861523712612,85.2557728605461",9851181409
Tourism & Accommodation,Hotels,Star Adventure Asia Treks (P) Limited,"Boudha-6, Kathmandu, Nepal, Kathmandu",http://www.starasiatreks.com,"27.7200689085124,85.3599277630432",9803626021
Tourism & Accommodation,Hotels,Annapurna Foothills Treks & Expedition,"Narayantar, Jorpati, Kathmandu, Nepal",www.annapurnafoothills.com,"27.7216761331714,85.3186011314392",9860711710
Tourism & Accommodation,Hotels,Mystique Highland Resort,"Astahm, Dhital-8, Kaski, Pokhara, Nepal",www.astahm.com,"28.2940744797511,83.9075312018394",9856030074
Tourism & Accommodation,Hotels,World Race Travels & Tours,"Koteshwor, Kathmandu, Nepal",worldracetravels.com/,"27.6754925911097,85.3437294065952",9851012105
